Hospital Name,Hospital Lat,Hospital Lon,Hospital Address,Beds Available,Doctors Available,Traffic Speed (km/h),Traffic Incident,Traffic Density,Traffic Severity Index,Weather Condition,Route Distance (km),Route Time Without Traffic (min),Route Time With Traffic (min),Route Start Time,Route End Time,Priority Level
"Government Hospital Alandur, Vishnu Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",13.0048164,80.2025432,"Government Hospital Alandur, Vishnu Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",19,9,35,Yes,High,67,Clear,6.485101204841035,9.727651807261552,18.036922422723418,2025-02-13 09:20:17.681686,2025-02-13 09:38:19.897031,Low
"Kaanthi Makapperu Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.003406,80.2063632,"Kaanthi Makapperu Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",24,7,25,No,Low,16,Fog,8.357459004269018,12.536188506403526,21.86559501524219,2025-02-13 09:23:17.681686,2025-02-13 09:45:09.617387,Medium
"Jaya Sri Hospital, MKN Road, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0027883,80.207025,"Jaya Sri Hospital, MKN Road, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Chengalpattu, Chennai, Tamil Nadu, 600016, India",28,10,20,Yes,High,54,Rain,15.205583815383148,22.80837572307472,36.65346307448161,2025-02-13 09:07:17.681686,2025-02-13 09:43:56.889470,Medium
"G. R. Hospital & Fertility Centre, City Link Road, CMWSSB Division 160, Zone 13 Adyar, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",12.9952982,80.2068955,"G. R. Hospital & Fertility Centre, City Link Road, CMWSSB Division 160, Zone 13 Adyar, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",30,6,35,Yes,Moderate,30,Snow,15.824550367344518,23.73682555101678,34.36364993057829,2025-02-13 09:22:17.681686,2025-02-13 09:56:39.500682,Low
"Balaji Hospital (P) Ltd, Anna Salai (Mount Road), Ward 170, Zone 13 Adyar, Alandur, Chennai, Tamil Nadu, 600032, India",13.00738175,80.20608622840193,"Balaji Hospital (P) Ltd, Anna Salai (Mount Road), Ward 170, Zone 13 Adyar, Alandur, Chennai, Tamil Nadu, 600032, India",12,6,35,No,Low,29,Fog,19.32592431013633,28.988886465204494,43.539442012222175,2025-02-13 09:01:17.682214,2025-02-13 09:44:50.048735,Medium
"SP Hospital, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9933638,80.2009134,"SP Hospital, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",25,5,35,Yes,Moderate,17,Clear,6.039276777608992,9.05891516641349,15.498801579392847,2025-02-13 09:27:17.682214,2025-02-13 09:42:47.610309,Medium
"Ponmalligai Hospital Pvt Ltd, Kakkan Nagar Main Road, Ward 177, Zone 13 Adyar, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9925116,80.2061465,"Ponmalligai Hospital Pvt Ltd, Kakkan Nagar Main Road, Ward 177, Zone 13 Adyar, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",18,9,25,Yes,Low,27,Fog,9.448173113619674,14.172259670429511,24.1854601255564,2025-02-13 09:28:17.682214,2025-02-13 09:52:28.809822,High
"K P Childrens Hospital And Neuro Centre, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9911179,80.1986745,"K P Childrens Hospital And Neuro Centre, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",10,9,30,Yes,Moderate,10,Snow,19.33522553862798,29.00283830794197,42.42381274857371,2025-02-13 08:57:17.682214,2025-02-13 09:39:43.110979,Medium
"Cantonment General Hospital, Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.0096653,80.19501478878405,"Cantonment General Hospital, Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",20,7,20,No,High,58,Fog,17.939018697237774,26.908528045856663,39.36268040410946,2025-02-13 08:49:17.682214,2025-02-13 09:28:39.443038,Low
"Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.009781,80.1949734,"Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",28,7,30,No,Moderate,14,Snow,6.105101424267119,9.157652136400678,23.593120488898254,2025-02-13 09:33:17.682214,2025-02-13 09:56:53.269443,Low
"Rathna Hospital, St Patricks Church Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0087475,80.1937172,"Rathna Hospital, St Patricks Church Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Chengalpattu, Chennai, Tamil Nadu, 600016, India",25,7,30,No,Low,15,Rain,13.193007358646682,19.789511037970023,31.913853495451548,2025-02-13 09:08:17.682214,2025-02-13 09:40:12.513424,High
"St. Thomas Hospital, Defence Colony Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",13.0122733,80.196428,"St. Thomas Hospital, Defence Colony Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",73,29,40,No,High,34,Snow,17.12784507508569,25.691767612628535,37.38149407135227,2025-02-13 09:35:17.682214,2025-02-13 10:12:40.571858,Medium
"Military Hospital, 2nd Seven Wells Street, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600016, India",13.0117736,80.1941708,"Military Hospital, 2nd Seven Wells Street, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600016, India",24,10,20,Yes,Moderate,18,Snow,9.436341498522474,14.15451224778371,26.38827490183482,2025-02-13 09:37:17.682214,2025-02-13 10:03:40.978708,Low
"BM Hospital, 5th Main Road, CMWSSB Division 162, Ward 162, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12.9887616,80.1904116,"BM Hospital, 5th Main Road, CMWSSB Division 162, Ward 162, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",19,6,35,No,High,37,Rain,16.055075453032167,24.08261317954825,33.15689089546831,2025-02-13 09:33:17.682214,2025-02-13 10:06:27.095668,Medium
"Dr Bala's Skin clinic, 14, Vanalar Street, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",12.9831959,80.2013573,"Dr Bala's Skin clinic, 14, Vanalar Street, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",14,6,20,No,Moderate,14,Snow,13.23264473564713,19.848967103470695,26.151602244113498,2025-02-13 09:00:17.682214,2025-02-13 09:26:26.778349,Low
"HOSPICE, Nagi Reddy thottam Garden Rd, Labour Colony, CMWSSB Division 170, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India",13.015872900000002,80.21345943331696,"HOSPICE, Nagi Reddy thottam Garden Rd, Labour Colony, CMWSSB Division 170, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India",30,7,40,Yes,Low,30,Clear,18.830212682552464,28.245319023828696,35.79592328250004,2025-02-13 09:30:17.682214,2025-02-13 10:06:05.437611,High
"Military Hospital, Defence Colony 1st Avenue, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.0194622,80.1972947,"Military Hospital, Defence Colony 1st Avenue, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",27,5,40,No,Low,21,Snow,10.132670318029245,15.199005477043867,26.695449505595597,2025-02-13 08:50:17.682214,2025-02-13 09:16:59.409184,Low
"Rotary Central Margaret Sidney Hospital, 2nd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600001, India",12.9837958,80.1932105,"Rotary Central Margaret Sidney Hospital, 2nd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600001, India",10,6,30,No,High,41,Rain,19.397959098104153,29.09693864715623,43.89663780794461,2025-02-13 08:56:17.682214,2025-02-13 09:40:11.480482,Medium
"Hariharan Hospital, 29th Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9847145,80.1905906,"Hariharan Hospital, 29th Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",16,7,40,Yes,Low,11,Fog,17.24959122751995,25.874386841279925,39.70228701831917,2025-02-13 09:11:17.682214,2025-02-13 09:50:59.819435,Low
"Bharath Hospital, 72, Nanganallur 1st Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9823277,80.1937835,"Bharath Hospital, 72, Nanganallur 1st Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",10,5,20,Yes,Moderate,23,Clear,10.924318787071027,16.386478180606538,29.971512163089706,2025-02-13 09:33:17.682214,2025-02-13 10:03:15.972944,Low
"Prime Care Nursing Home, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9799192,80.2044922,"Prime Care Nursing Home, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",24,8,30,No,Low,28,Fog,16.559349320531304,24.839023980796956,32.88572605816751,2025-02-13 08:58:17.682214,2025-02-13 09:31:10.825777,Low
"Dr. Janardhanan Multispeciality Dental Clinic, Nanganallur 4th Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12.9842586,80.1886083,"Dr. Janardhanan Multispeciality Dental Clinic, Nanganallur 4th Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12,5,30,Yes,Low,20,Fog,10.4136112108451,15.620416816267653,24.562023153268733,2025-02-13 08:50:17.683223,2025-02-13 09:14:51.404612,High
"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9794,80.2043658,"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",26,7,30,Yes,Low,27,Snow,13.9975207645243,20.99628114678645,32.377756212446045,2025-02-13 09:34:17.683223,2025-02-13 10:06:40.348596,Low
"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855867,80.21842695262237,"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",22,8,20,No,Low,23,Clear,19.91252663385335,29.868789950780023,38.64350182594751,2025-02-13 09:34:17.683223,2025-02-13 10:12:56.293333,Medium
"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9857914,80.185987,"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",17,9,30,Yes,Low,16,Clear,18.427889377542616,27.641834066313926,40.330405618444416,2025-02-13 08:58:17.683223,2025-02-13 09:38:37.507560,Medium
"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9827844,80.1891661,"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",15,10,25,Yes,Low,26,Rain,5.211161465912329,7.816742198868493,19.22024239847999,2025-02-13 09:37:17.683223,2025-02-13 09:56:30.897767,Medium
"Helios Hospital Pvt Ltd, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855882,80.2189144,"Helios Hospital Pvt Ltd, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",26,6,40,Yes,Moderate,21,Clear,12.232991901188338,18.34948785178251,26.076227433453035,2025-02-13 08:45:17.683223,2025-02-13 09:11:22.256869,Medium
"Dr.Agarwals Eye Hospital - Velacherry, Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9832366,80.217509,"Dr.Agarwals Eye Hospital - Velacherry, Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",27,5,40,No,High,34,Fog,6.6561855014830105,9.984278252224517,24.50450085276253,2025-02-13 09:28:17.683223,2025-02-13 09:52:47.953274,Low
"Xcellent Care Superspeciality Hospital, Velachery Bypass Road, Gangai Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9833895,80.2181782,"Xcellent Care Superspeciality Hospital, Velachery Bypass Road, Gangai Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",15,5,25,Yes,Low,25,Snow,10.594251295632684,15.891376943449027,26.894494852006794,2025-02-13 09:15:17.683223,2025-02-13 09:42:11.352914,Low
"Palani Balaji Fertility Centre, Velachery Road, Jothiammal Nagar, Ward 171, Zone 13 Adyar, Chennai, Tamil Nadu, 624601, India",13.0122123,80.2235084,"Palani Balaji Fertility Centre, Velachery Road, Jothiammal Nagar, Ward 171, Zone 13 Adyar, Chennai, Tamil Nadu, 624601, India",22,6,25,Yes,High,50,Snow,9.889938641770224,14.834907962655336,25.758639713395766,2025-02-13 09:38:17.683223,2025-02-13 10:04:03.201606,Medium
"Diha Clinic, No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.98096495,80.18711415874711,"Diha Clinic, No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",20,5,35,No,Low,13,Fog,16.361940295655444,24.542910443483166,36.31082727406347,2025-02-13 09:13:17.683223,2025-02-13 09:49:36.332859,High
"No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9809491,80.1871116,"No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",19,9,30,No,Moderate,17,Clear,5.806102036277139,8.709153054415708,19.89966670207572,2025-02-13 09:31:17.683223,2025-02-13 09:51:11.663225,Low
"Velachery K S Hospital, kalki nagar main road, Ward 178, Zone 13 Adyar, Sholinganallur, Chennai, Tamil Nadu, 600042, India",12.9763914,80.2114016,"Velachery K S Hospital, kalki nagar main road, Ward 178, Zone 13 Adyar, Sholinganallur, Chennai, Tamil Nadu, 600042, India",21,9,35,No,High,68,Snow,7.16341476763227,10.745122151448406,23.164728171858478,2025-02-13 09:06:17.683223,2025-02-13 09:29:27.566913,Low
"MIOT International, Miot International Hospital road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600089, India",13.0211808,80.1858412,"MIOT International, Miot International Hospital road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600089, India",26,9,40,Yes,High,46,Fog,6.365435541672774,9.54815331250916,24.435235892504366,2025-02-13 08:53:17.683223,2025-02-13 09:17:43.797377,Low
"Gowri Nursing Home, Kanchipuram, 6th Street, Lakshmi Nagar, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9779713,80.1883923,"Gowri Nursing Home, Kanchipuram, 6th Street, Lakshmi Nagar, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",28,6,30,Yes,Moderate,15,Fog,12.492156749713025,18.738235124569538,26.85195958526794,2025-02-13 09:14:17.683223,2025-02-13 09:41:08.800798,High
"KS Bone and Joint Clinic - Ortho, Gangai Amman Koil Street, Ward 139, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",13.026029,80.212368,"KS Bone and Joint Clinic - Ortho, Gangai Amman Koil Street, Ward 139, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",18,10,30,Yes,Low,28,Snow,9.97432391048293,14.961485865724395,27.825438143799403,2025-02-13 09:06:17.683223,2025-02-13 09:34:07.209512,High
"Gowri Nursing Home, 100ft Road, Ward 168, Zone 14 Perungudi, Alandur, Chennai, Tamil Nadu, 600061, India",12.9774071,80.18833045104813,"Gowri Nursing Home, 100ft Road, Ward 168, Zone 14 Perungudi, Alandur, Chennai, Tamil Nadu, 600061, India",18,8,40,Yes,Low,11,Snow,5.5535972060559,8.33039580908385,16.804136702294837,2025-02-13 09:37:17.683223,2025-02-13 09:54:05.931425,Low
"Pankajam Memorial Hospital, Nanganallur 100 Feet Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9801472,80.1835965,"Pankajam Memorial Hospital, Nanganallur 100 Feet Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",19,7,20,Yes,Low,14,Fog,11.396378761412308,17.09456814211846,30.070589033096006,2025-02-13 09:35:17.683223,2025-02-13 10:05:21.918565,Low
"Sri Chakra Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9786524,80.1850278,"Sri Chakra Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",15,8,20,No,Low,13,Rain,17.266355266165412,25.89953289924812,35.55752729976817,2025-02-13 09:11:17.683223,2025-02-13 09:46:51.134861,Medium
"Srichakara Multispeciality Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.97853,80.1851381,"Srichakara Multispeciality Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",30,5,40,No,Low,12,Clear,5.984536719094292,8.976805078641439,22.284890653950704,2025-02-13 09:30:17.683223,2025-02-13 09:52:34.776662,Medium
"Hindu Mission Health Services, Kanchipuram, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 603209, India",12.9787682,80.1846471,"Hindu Mission Health Services, Kanchipuram, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 603209, India",17,10,25,Yes,Moderate,19,Rain,9.70556393059802,14.55834589589703,19.643842271743722,2025-02-13 09:06:17.683223,2025-02-13 09:25:56.313759,High
"Nivas Skin Clinic, Inner Ring Road, CMWSSB Division 138, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",13.0289663,80.2085951,"Nivas Skin Clinic, Inner Ring Road, CMWSSB Division 138, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",61,29,20,No,Moderate,18,Snow,11.579651069736267,17.3694766046044,23.639579777380405,2025-02-13 09:26:17.683223,2025-02-13 09:49:56.058010,Low
"சைதாப்பேட்டை அரசு மருத்துவமனை, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.02044625,80.22405105438145,"சைதாப்பேட்டை அரசு மருத்துவமனை, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",162,51,20,Yes,Moderate,19,Clear,18.85272814380183,28.279092215702743,36.3184891884931,2025-02-13 09:32:17.683223,2025-02-13 10:08:36.792574,High
"Bora Hospital, Vadhyar Subbraya mudali street, Saidapet, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.02231095,80.2222779,"Bora Hospital, Vadhyar Subbraya mudali street, Saidapet, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",55,49,25,No,Moderate,14,Rain,11.950457999327561,17.925686998991342,30.858179739002345,2025-02-13 09:32:17.683223,2025-02-13 10:03:09.174007,Low
